"","V1","V2"
"7870","fMtJHpD-l0GGFKr5xnbWnQ",NA
"7871","mlCDsdVFuZvRGrJTfQ6amw",NA
"7872","y1esDY2vFyaTMf1YlRT7ZA",NA
"7873","DjvpsmdtEvnyMk2vXxpc-w",NA
"7874","iB9By3dVS6BydSUiDHxLyw",NA
"7875","yCK1Ok69D7TSWJESZQZHiQ",NA
"7876","sZq-qUvoLgYxlDmIcxYWDg",NA
"7877","SqL19z7A7LB91RkWWwWvnQ",NA
"7878","o9IvrLWtTt5lCYqO-uiJLg",NA
"7879","sZq-qUvoLgYxlDmIcxYWDg",NA
"7880","uMZxxZrbM441LnnfqR1WOQ",NA
"7881","Bx7SDDMr5Y278PFIy0nsmQ",NA
"7882","w_UCGMgok7N9p0XdYBx1VQ",NA
"7883","-33BHZKxCiREa1cfa672OQ",NA
"7884","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"7885","NwVj3tbEcR2F8fbrcOEV0Q",NA
"7886","P7pxQFqr7yBKMMI2J51udw",NA
"7887","k9rR23TeanYDFEdqUK9Hjw",NA
"7888","bWucOPNoIjd8ECdiDyVq9Q",NA
"7889","yCK1Ok69D7TSWJESZQZHiQ",NA
"7890","mDR12Hafvr84ctpsV6YLag",NA
"7891","74gDxr6rs_8tUTcS1vkr0Q",NA
"7892","P7pxQFqr7yBKMMI2J51udw",NA
"7893","VxRlBe2wjtycFWSZm1orTA",NA
"7894","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"7895","HGNOaHmKpW1ajuAVCpA1yg",NA
"7896","NwWYSYGHFyHQMmsXu0SiYA",NA
"7897","82I9SSilxh3zL8F1UQ45Xw",NA
"7898","zunMkZ4U2eVojempQtLngg",NA
"7899","sMzNLdhJZGzYirIWt-fMAg",NA
"7900","Trbt0Ex85yvwT8DHoEFCvg",NA
"7901","o9IvrLWtTt5lCYqO-uiJLg",NA
"7902","-6tvduBzjLI1ISfs3F_qTg",NA
"7903","sMzNLdhJZGzYirIWt-fMAg",NA
"7904","d482l58ho0_IMdFkXX1F5Q",NA
"7905","z2Yivr-C0K0H2sLNXvnZyg",NA
"7906","mDR12Hafvr84ctpsV6YLag",NA
"7907","bWucOPNoIjd8ECdiDyVq9Q",NA
"7908","G6BwYw_0_atLPTzI1uokIA",NA
"7909","2iTsRqUsPGRH1li1WVRvKQ",NA
"7910","P7pxQFqr7yBKMMI2J51udw",NA
"7911","2Wl4o7l54I-EtxtaDpOTzA",NA
"7912","w_UCGMgok7N9p0XdYBx1VQ",NA
"7913","-6tvduBzjLI1ISfs3F_qTg",NA
"7914","P7pxQFqr7yBKMMI2J51udw",NA
"7915","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"7916","mDR12Hafvr84ctpsV6YLag",NA
"7917","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"7918","P7pxQFqr7yBKMMI2J51udw",NA
"7919","74gDxr6rs_8tUTcS1vkr0Q",NA
"7920","_eNeiqWPt1MPLFF6DEIJeA",NA
"7921","jF3sWSqa-6TyROZgSUGrIw",NA
"7922","AhYG10mP_LOHePr_SC4Peg",NA
"7923","2Wl4o7l54I-EtxtaDpOTzA",NA
"7924","eRoOfy-lQso6N3GiUY_c3w",NA
"7925","JzB7NITHQ7gVHGVZ1ntgIQ",NA
"7926","UotZUkpcI0p2J8RUAD36Ng",NA
"7927","P7pxQFqr7yBKMMI2J51udw",NA
"7928","w_UCGMgok7N9p0XdYBx1VQ",NA
"7929","Gt-T8XbgbvFw5KeLpmnSLg",NA
"7930","2iTsRqUsPGRH1li1WVRvKQ",NA
"7931","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"7932","aiU0FRtHTIHBWMYapw79LA",NA
"7933","_qA2HPqgLiBc-M4wRyml0g",NA
"7934","mDR12Hafvr84ctpsV6YLag",NA
"7935","mDR12Hafvr84ctpsV6YLag",NA
"7936","mDR12Hafvr84ctpsV6YLag",NA
"7937","74gDxr6rs_8tUTcS1vkr0Q",NA
"7938","6CBae7NZYyT654RCMUDOjw",NA
"7939","eFwpKQB9EQtblKx65FuXLw",NA
"7940","mDR12Hafvr84ctpsV6YLag",NA
"7941","AfN3Z1U6QPEgAb5F2CQm8w",NA
"7942","zazLy5wo73tr5y9Oxjx36g",NA
"7943","DYuOxkW4DtlJsTHdxdXSlg",NA
"7944","_0d-uqjdfeL23s2xgje4Pw",NA
"7945","RtnTbhWYw4QjKhoTBV37OA",NA
"7946","bNdLi3Vs1HNn04CaO8qBgw",NA
"7947","w_UCGMgok7N9p0XdYBx1VQ",NA
"7948","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"7949","Trbt0Ex85yvwT8DHoEFCvg",NA
"7950","mDR12Hafvr84ctpsV6YLag",NA
"7951","mDR12Hafvr84ctpsV6YLag",NA
"7952","P7pxQFqr7yBKMMI2J51udw",NA
"7953","P7pxQFqr7yBKMMI2J51udw",NA
"7954","AFgPDQm_pczo5uV3yQBgwg",NA
"7955","P7pxQFqr7yBKMMI2J51udw",NA
"7956","o9IvrLWtTt5lCYqO-uiJLg",NA
"7957","G6BwYw_0_atLPTzI1uokIA",NA
"7958","vgaA8bqGtd2uYj3KuWC9yw",NA
"7959","P7pxQFqr7yBKMMI2J51udw",NA
"7960","RtnTbhWYw4QjKhoTBV37OA",NA
"7961","NwWYSYGHFyHQMmsXu0SiYA",NA
"7962","FogTa-wmjhVnJCoTiaxvZA",NA
"7963","P7pxQFqr7yBKMMI2J51udw",NA
"7964","w_UCGMgok7N9p0XdYBx1VQ",NA
"7965","6TvB1PZCY1Ap2S-yNJPs4w",NA
"7966","mDR12Hafvr84ctpsV6YLag",NA
"7967","FogTa-wmjhVnJCoTiaxvZA",NA
"7968","9dP5WPlF2pfjMOx2UeUFnA",NA
"7969","_qA2HPqgLiBc-M4wRyml0g",NA
"7970","JRo3APL5f4-TEkuI-SoDcA",NA
"7971","P7pxQFqr7yBKMMI2J51udw",NA
"7972","-6tvduBzjLI1ISfs3F_qTg",NA
"7973","9njwmO6YzhaQB3-htNMFYQ",NA
"7974","P7pxQFqr7yBKMMI2J51udw",NA
"7975","74gDxr6rs_8tUTcS1vkr0Q",NA
"7976","2iTsRqUsPGRH1li1WVRvKQ",NA
"7977","ffUMyqLvDLcsed5p_7wy5A",NA
"7978","w_UCGMgok7N9p0XdYBx1VQ",NA
"7979","2iTsRqUsPGRH1li1WVRvKQ",NA
"7980","zw9_mqWBn1QCfZg88w0Exg",NA
"7981","RNO7SRmfVi0CyXjtPhXELg",NA
"7982","mDR12Hafvr84ctpsV6YLag",NA
"7983","y4ETe3DkcIjjr_eyeg5U5g",NA
"7984","_eNeiqWPt1MPLFF6DEIJeA",NA
"7985","mlCDsdVFuZvRGrJTfQ6amw",NA
"7986","Fr5R5w74Xg7sKMlt4PPtHg",NA
"7987","zK7sltLeRRioqYwgLiWUIA",NA
"7988","Rx85NUdD6MhrgKxHr05NlQ",NA
"7989","P7pxQFqr7yBKMMI2J51udw",NA
"7990","TrOgTZ0DfmQxvpTehiNibQ",NA
"7991","o9IvrLWtTt5lCYqO-uiJLg",NA
"7992","w_UCGMgok7N9p0XdYBx1VQ",NA
"7993","z2Yivr-C0K0H2sLNXvnZyg",NA
"7994","o9IvrLWtTt5lCYqO-uiJLg",NA
"7995","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"7996","RtnTbhWYw4QjKhoTBV37OA",NA
"7997","UJb1PrUWDFfuzwUPc1pP4Q",NA
"7998","2iTsRqUsPGRH1li1WVRvKQ",NA
"7999","P7pxQFqr7yBKMMI2J51udw",NA
"8000","2c9Vptks_vowLgVUMnCgjw",NA
"8001","VxRlBe2wjtycFWSZm1orTA",NA
"8002","2c9Vptks_vowLgVUMnCgjw",NA
"8003","FogTa-wmjhVnJCoTiaxvZA",NA
"8004","RNO7SRmfVi0CyXjtPhXELg",NA
"8005","0ZZIqTdEb7yUa13QZLKuGQ",NA
"8006","P7pxQFqr7yBKMMI2J51udw",NA
"8007","mDR12Hafvr84ctpsV6YLag",NA
"8008","CKoDbOpF_CSyy6_lttqjKg",NA
"8009","2iTsRqUsPGRH1li1WVRvKQ",NA
"8010","aiU0FRtHTIHBWMYapw79LA",NA
"8011","Trbt0Ex85yvwT8DHoEFCvg",NA
"8012","sMzNLdhJZGzYirIWt-fMAg",NA
"8013","y1esDY2vFyaTMf1YlRT7ZA",NA
"8014","DjvpsmdtEvnyMk2vXxpc-w",NA
"8015","CKoDbOpF_CSyy6_lttqjKg",NA
"8016","_0d-uqjdfeL23s2xgje4Pw",NA
"8017","VBoyqq5lO_H-EJO6MTwIPA",NA
"8018","yCK1Ok69D7TSWJESZQZHiQ",NA
"8019","_9Oh4NYx5Yjd4tG2_HWQww",NA
"8020","O1ird5yRyuDFnOmYu90OoA",NA
"8021","zK7sltLeRRioqYwgLiWUIA",NA
"8022","-6tvduBzjLI1ISfs3F_qTg",NA
"8023","FogTa-wmjhVnJCoTiaxvZA",NA
"8024","82I9SSilxh3zL8F1UQ45Xw",NA
"8025","pWyhmTVRNw6hix3J__SqvQ",NA
"8026","Trbt0Ex85yvwT8DHoEFCvg",NA
"8027","P7pxQFqr7yBKMMI2J51udw",NA
"8028","u1m3qTIrhZhwNjMT6n-M8g",NA
"8029","2iTsRqUsPGRH1li1WVRvKQ",NA
"8030","3fs1mnE8iZJGgpezaFHaIg",NA
"8031","w_UCGMgok7N9p0XdYBx1VQ",NA
"8032","AjaLaFQLMRLnPetDFQN1eQ",NA
"8033","mDR12Hafvr84ctpsV6YLag",NA
"8034","bNdLi3Vs1HNn04CaO8qBgw",NA
"8035","d482l58ho0_IMdFkXX1F5Q",NA
"8036","UJb1PrUWDFfuzwUPc1pP4Q",NA
"8037","P7pxQFqr7yBKMMI2J51udw",NA
"8038","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8039","mlCDsdVFuZvRGrJTfQ6amw",NA
"8040","P7pxQFqr7yBKMMI2J51udw",NA
"8041","z2Yivr-C0K0H2sLNXvnZyg",NA
"8042","sZq-qUvoLgYxlDmIcxYWDg",NA
"8043","sZq-qUvoLgYxlDmIcxYWDg",NA
"8044","2c9Vptks_vowLgVUMnCgjw",NA
"8045","-6tvduBzjLI1ISfs3F_qTg",NA
"8046","w_UCGMgok7N9p0XdYBx1VQ",NA
"8047","2iTsRqUsPGRH1li1WVRvKQ",NA
"8048","FogTa-wmjhVnJCoTiaxvZA",NA
"8049","mDR12Hafvr84ctpsV6YLag",NA
"8050","AfN3Z1U6QPEgAb5F2CQm8w",NA
"8051","w_UCGMgok7N9p0XdYBx1VQ",NA
"8052","S_bG5WWbtNXhhY9Y0GTcSg",NA
"8053","UotZUkpcI0p2J8RUAD36Ng",NA
"8054","_qA2HPqgLiBc-M4wRyml0g",NA
"8055","ApHiz1xxENwjkp8MKrE4Dg",NA
"8056","gc5bZeAOoSvlK-gcJJHahA",NA
"8057","nkDSE-yhvLX4ij5fSzvb5Q",NA
"8058","74gDxr6rs_8tUTcS1vkr0Q",NA
"8059","fMtJHpD-l0GGFKr5xnbWnQ",NA
"8060","OOXUDZVOREgjwrLiwr3Spg",NA
"8061","mDR12Hafvr84ctpsV6YLag",NA
"8062","_qA2HPqgLiBc-M4wRyml0g",NA
"8063","S_bG5WWbtNXhhY9Y0GTcSg",NA
"8064","0ZZIqTdEb7yUa13QZLKuGQ",NA
"8065","PQicuLOZ3uNJKn4PtayjlQ",NA
"8066","RtnTbhWYw4QjKhoTBV37OA",NA
"8067","8PBq-MHyLDrhkaTf72Foww",NA
"8068","AFgPDQm_pczo5uV3yQBgwg",NA
"8069","zYb4kj2R54R2YPeNm829BA",NA
"8070","S_bG5WWbtNXhhY9Y0GTcSg",NA
"8071","m8Cbph-0tlMaYyXDwvKc3A",NA
"8072","A4kCvILTgfr_2cG0_yGNiw",NA
"8073","d482l58ho0_IMdFkXX1F5Q",NA
"8074","mDR12Hafvr84ctpsV6YLag",NA
"8075","P7pxQFqr7yBKMMI2J51udw",NA
"8076","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8077","k9rR23TeanYDFEdqUK9Hjw",NA
"8078","WAZN1Q8oJFHlIUzxWduzfA",NA
"8079","Dv0OHpQSL4hOGl2KAEVvlA",NA
"8080","P7pxQFqr7yBKMMI2J51udw",NA
"8081","P7pxQFqr7yBKMMI2J51udw",NA
"8082","-6tvduBzjLI1ISfs3F_qTg",NA
"8083","mDR12Hafvr84ctpsV6YLag",NA
"8084","-6tvduBzjLI1ISfs3F_qTg",NA
"8085","UJb1PrUWDFfuzwUPc1pP4Q",NA
"8086","3akSOcI-uzHOwGQeZD3NHg",NA
"8087","2iTsRqUsPGRH1li1WVRvKQ",NA
"8088","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8089","fMtJHpD-l0GGFKr5xnbWnQ",NA
"8090","-6tvduBzjLI1ISfs3F_qTg",NA
"8091","P7pxQFqr7yBKMMI2J51udw",NA
"8092","sMzNLdhJZGzYirIWt-fMAg",NA
"8093","9njwmO6YzhaQB3-htNMFYQ",NA
"8094","0ZZIqTdEb7yUa13QZLKuGQ",NA
"8095","mDR12Hafvr84ctpsV6YLag",NA
"8096","6zi7dAlnk7vgvlGbUMoKkA",NA
"8097","P7pxQFqr7yBKMMI2J51udw",NA
"8098","nkDSE-yhvLX4ij5fSzvb5Q",NA
"8099","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8100","pkeIqsI-y7OGLE1a6Yxkgg",NA
"8101","mDR12Hafvr84ctpsV6YLag",NA
"8102","DYuOxkW4DtlJsTHdxdXSlg",NA
"8103","_qA2HPqgLiBc-M4wRyml0g",NA
"8104","ibf4xvHWD4t1DOOZhidHBg",NA
"8105","zYb4kj2R54R2YPeNm829BA",NA
"8106","6ti3AWLJ3wXsgDcTg3SzOw",NA
"8107","y4ETe3DkcIjjr_eyeg5U5g",NA
"8108","P7pxQFqr7yBKMMI2J51udw",NA
"8109","_9Oh4NYx5Yjd4tG2_HWQww",NA
"8110","mDR12Hafvr84ctpsV6YLag",NA
"8111","2iTsRqUsPGRH1li1WVRvKQ",NA
"8112","Q-1JCkmzNBJk6jC7K_AUZA",NA
"8113","y4ETe3DkcIjjr_eyeg5U5g",NA
"8114","WAZN1Q8oJFHlIUzxWduzfA",NA
"8115","2iTsRqUsPGRH1li1WVRvKQ",NA
"8116","RNO7SRmfVi0CyXjtPhXELg",NA
"8117","JAEGnGjqphWGoyuCN-hNQQ",NA
"8118","P7pxQFqr7yBKMMI2J51udw",NA
"8119","je5h9jV38Wpist76omY_Pw",NA
"8120","2iTsRqUsPGRH1li1WVRvKQ",NA
"8121","bWucOPNoIjd8ECdiDyVq9Q",NA
"8122","Trbt0Ex85yvwT8DHoEFCvg",NA
"8123","Fr5R5w74Xg7sKMlt4PPtHg",NA
"8124","mDR12Hafvr84ctpsV6YLag",NA
"8125","mJ_ucQ2_3hfTsmCcKb-hgw",NA
"8126","PbTh7aX0_yyaXFOXAlhI4A",NA
"8127","_9Oh4NYx5Yjd4tG2_HWQww",NA
"8128","mDR12Hafvr84ctpsV6YLag",NA
"8129","ApHiz1xxENwjkp8MKrE4Dg",NA
"8130","Trbt0Ex85yvwT8DHoEFCvg",NA
"8131","-6tvduBzjLI1ISfs3F_qTg",NA
"8132","mDR12Hafvr84ctpsV6YLag",NA
"8133","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8134","2iTsRqUsPGRH1li1WVRvKQ",NA
"8135","mDR12Hafvr84ctpsV6YLag",NA
"8136","mDR12Hafvr84ctpsV6YLag",NA
"8137","mDR12Hafvr84ctpsV6YLag",NA
"8138","P7pxQFqr7yBKMMI2J51udw",NA
"8139","AfN3Z1U6QPEgAb5F2CQm8w",NA
"8140","2iTsRqUsPGRH1li1WVRvKQ",NA
"8141","iXH73faCXa6UdLAKMe-vGQ",NA
"8142","_9Oh4NYx5Yjd4tG2_HWQww",NA
"8143","m8Cbph-0tlMaYyXDwvKc3A",NA
"8144","VxRlBe2wjtycFWSZm1orTA",NA
"8145","sMzNLdhJZGzYirIWt-fMAg",NA
"8146","mDR12Hafvr84ctpsV6YLag",NA
"8147","iUHz8jIWjkbx6pXsTUNIaw",NA
"8148","w_UCGMgok7N9p0XdYBx1VQ",NA
"8149","-6tvduBzjLI1ISfs3F_qTg",NA
"8150","oFHvr1cAktvU-bQgrl4aPw",NA
"8151","ApHiz1xxENwjkp8MKrE4Dg",NA
"8152","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8153","mlCDsdVFuZvRGrJTfQ6amw",NA
"8154","z2Yivr-C0K0H2sLNXvnZyg",NA
"8155","iB9By3dVS6BydSUiDHxLyw",NA
"8156","iB9By3dVS6BydSUiDHxLyw",NA
"8157","KeI955jJ81rY2WyaC4lq2w",NA
"8158","O1ird5yRyuDFnOmYu90OoA",NA
"8159","w_UCGMgok7N9p0XdYBx1VQ",NA
"8160","SqL19z7A7LB91RkWWwWvnQ",NA
"8161","2iTsRqUsPGRH1li1WVRvKQ",NA
"8162","NwVj3tbEcR2F8fbrcOEV0Q",NA
"8163","M4RwZL5bTBTwwbVcoaDbtw",NA
"8164","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8165","VxRlBe2wjtycFWSZm1orTA",NA
"8166","mDR12Hafvr84ctpsV6YLag",NA
"8167","ApHiz1xxENwjkp8MKrE4Dg",NA
"8168","Trbt0Ex85yvwT8DHoEFCvg",NA
"8169","RtnTbhWYw4QjKhoTBV37OA",NA
"8170","npWIa3dIPEV1MTaZNq6AUA",NA
"8171","YbOhR475lR0xsNJjoAmMXQ",NA
"8172","CKoDbOpF_CSyy6_lttqjKg",NA
"8173","mDR12Hafvr84ctpsV6YLag",NA
"8174","-6tvduBzjLI1ISfs3F_qTg",NA
"8175","2iTsRqUsPGRH1li1WVRvKQ",NA
"8176","mDR12Hafvr84ctpsV6YLag",NA
"8177","82I9SSilxh3zL8F1UQ45Xw",NA
"8178","mDR12Hafvr84ctpsV6YLag",NA
"8179","d482l58ho0_IMdFkXX1F5Q",NA
"8180","AFgPDQm_pczo5uV3yQBgwg",NA
"8181","ljLq8ZTLO52rzwsEeaWZKg",NA
"8182","DYuOxkW4DtlJsTHdxdXSlg",NA
"8183","UJb1PrUWDFfuzwUPc1pP4Q",NA
"8184","RtnTbhWYw4QjKhoTBV37OA",NA
"8185","P7pxQFqr7yBKMMI2J51udw",NA
"8186","1x8_aJQ-iqvymhRK3SNbLg",NA
"8187","82I9SSilxh3zL8F1UQ45Xw",NA
"8188","2iTsRqUsPGRH1li1WVRvKQ",NA
"8189","o9IvrLWtTt5lCYqO-uiJLg",NA
"8190","P7pxQFqr7yBKMMI2J51udw",NA
"8191","G6BwYw_0_atLPTzI1uokIA",NA
"8192","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8193","o9IvrLWtTt5lCYqO-uiJLg",NA
"8194","2iTsRqUsPGRH1li1WVRvKQ",NA
"8195","P7pxQFqr7yBKMMI2J51udw",NA
"8196","2iTsRqUsPGRH1li1WVRvKQ",NA
"8197","l0aaLW6ZdDXWjUegUECSxg",NA
"8198","d482l58ho0_IMdFkXX1F5Q",NA
"8199","RtnTbhWYw4QjKhoTBV37OA",NA
"8200","iB9By3dVS6BydSUiDHxLyw",NA
"8201","VBoyqq5lO_H-EJO6MTwIPA",NA
"8202","2iTsRqUsPGRH1li1WVRvKQ",NA
"8203","CKoDbOpF_CSyy6_lttqjKg",NA
"8204","P7pxQFqr7yBKMMI2J51udw",NA
"8205","2iTsRqUsPGRH1li1WVRvKQ",NA
"8206","Do72DKBclgkSPt6jZ9-c4Q",NA
"8207","Fr5R5w74Xg7sKMlt4PPtHg",NA
"8208","-6tvduBzjLI1ISfs3F_qTg",NA
"8209","FogTa-wmjhVnJCoTiaxvZA",NA
"8210","mlCDsdVFuZvRGrJTfQ6amw",NA
"8211","DYuOxkW4DtlJsTHdxdXSlg",NA
"8212","-6tvduBzjLI1ISfs3F_qTg",NA
"8213","FogTa-wmjhVnJCoTiaxvZA",NA
"8214","d482l58ho0_IMdFkXX1F5Q",NA
"8215","2iTsRqUsPGRH1li1WVRvKQ",NA
"8216","2iTsRqUsPGRH1li1WVRvKQ",NA
"8217","mDR12Hafvr84ctpsV6YLag",NA
"8218","VZQPYoK6l_vo5jwYgabJdQ",NA
"8219","u-IVGF-wGwvxuj3uKQW8qw",NA
"8220","_9Oh4NYx5Yjd4tG2_HWQww",NA
"8221","_glMJT-AR1vNt-eatEdyeA",NA
"8222","1x8_aJQ-iqvymhRK3SNbLg",NA
"8223","y1esDY2vFyaTMf1YlRT7ZA",NA
"8224","P7pxQFqr7yBKMMI2J51udw",NA
"8225","VBoyqq5lO_H-EJO6MTwIPA",NA
"8226","sMzNLdhJZGzYirIWt-fMAg",NA
"8227","zpfLEkD3DuoPegq-EmH2Cg",NA
"8228","sMzNLdhJZGzYirIWt-fMAg",NA
"8229","w_UCGMgok7N9p0XdYBx1VQ",NA
"8230","P7pxQFqr7yBKMMI2J51udw",NA
"8231","S_bG5WWbtNXhhY9Y0GTcSg",NA
"8232","je5h9jV38Wpist76omY_Pw",NA
"8233","npWIa3dIPEV1MTaZNq6AUA",NA
"8234","Trbt0Ex85yvwT8DHoEFCvg",NA
"8235","G6BwYw_0_atLPTzI1uokIA",NA
"8236","P7pxQFqr7yBKMMI2J51udw",NA
"8237","CKoDbOpF_CSyy6_lttqjKg",NA
"8238","8PBq-MHyLDrhkaTf72Foww",NA
"8239","X5oaz9_MVz-1ng83HuI4ZQ",NA
"8240","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8241","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8242","2iTsRqUsPGRH1li1WVRvKQ",NA
"8243","HPfcEJh3ivdX_QehRKZYrA",NA
"8244","_qA2HPqgLiBc-M4wRyml0g",NA
"8245","d482l58ho0_IMdFkXX1F5Q",NA
"8246","NwWYSYGHFyHQMmsXu0SiYA",NA
"8247","zYb4kj2R54R2YPeNm829BA",NA
"8248","DjvpsmdtEvnyMk2vXxpc-w",NA
"8249","mDR12Hafvr84ctpsV6YLag",NA
"8250","y4ETe3DkcIjjr_eyeg5U5g",NA
"8251","SJxm96AkOPhXZFRM5-RbTA",NA
"8252","Q-1JCkmzNBJk6jC7K_AUZA",NA
"8253","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8254","NhUUOdvvw_-VAvxdO4VhfA",NA
"8255","y4ETe3DkcIjjr_eyeg5U5g",NA
"8256","HPfcEJh3ivdX_QehRKZYrA",NA
"8257","FogTa-wmjhVnJCoTiaxvZA",NA
"8258","AfN3Z1U6QPEgAb5F2CQm8w",NA
"8259","2c9Vptks_vowLgVUMnCgjw",NA
"8260","z2Yivr-C0K0H2sLNXvnZyg",NA
"8261","mDR12Hafvr84ctpsV6YLag",NA
"8262","WAZN1Q8oJFHlIUzxWduzfA",NA
"8263","je5h9jV38Wpist76omY_Pw",NA
"8264","eYE7zd30ltLAS1V3ssdtrQ",NA
"8265","6zi7dAlnk7vgvlGbUMoKkA",NA
"8266","-6tvduBzjLI1ISfs3F_qTg",NA
"8267","Trbt0Ex85yvwT8DHoEFCvg",NA
"8268","P7pxQFqr7yBKMMI2J51udw",NA
"8269","P7pxQFqr7yBKMMI2J51udw",NA
"8270","bWucOPNoIjd8ECdiDyVq9Q",NA
"8271","y4ETe3DkcIjjr_eyeg5U5g",NA
"8272","Trbt0Ex85yvwT8DHoEFCvg",NA
"8273","-6tvduBzjLI1ISfs3F_qTg",NA
"8274","zazLy5wo73tr5y9Oxjx36g",NA
"8275","G6BwYw_0_atLPTzI1uokIA",NA
"8276","OY0-hYJ2q6WiAqhYnCZZ0w",NA
"8277","sMzNLdhJZGzYirIWt-fMAg",NA
"8278","mDR12Hafvr84ctpsV6YLag",NA
"8279","iB9By3dVS6BydSUiDHxLyw",NA
"8280","Dv0OHpQSL4hOGl2KAEVvlA",NA
"8281","WWdPXSNLduMNK-ybk9HcuA",NA
"8282","P7pxQFqr7yBKMMI2J51udw",NA
"8283","Trbt0Ex85yvwT8DHoEFCvg",NA
"8284","P7pxQFqr7yBKMMI2J51udw",NA
"8285","Dv0OHpQSL4hOGl2KAEVvlA",NA
"8286","AFgPDQm_pczo5uV3yQBgwg",NA
"8287","P7pxQFqr7yBKMMI2J51udw",NA
"8288","DjvpsmdtEvnyMk2vXxpc-w",NA
"8289","gc5bZeAOoSvlK-gcJJHahA",NA
"8290","9njwmO6YzhaQB3-htNMFYQ",NA
"8291","y1esDY2vFyaTMf1YlRT7ZA",NA
"8292","w_UCGMgok7N9p0XdYBx1VQ",NA
"8293","ibf4xvHWD4t1DOOZhidHBg",NA
"8294","mDR12Hafvr84ctpsV6YLag",NA
"8295","2iTsRqUsPGRH1li1WVRvKQ",NA
"8296","S_bG5WWbtNXhhY9Y0GTcSg",NA
"8297","G6BwYw_0_atLPTzI1uokIA",NA
"8298","NwWYSYGHFyHQMmsXu0SiYA",NA
"8299","P7pxQFqr7yBKMMI2J51udw",NA
"8300","Bx7SDDMr5Y278PFIy0nsmQ",NA
"8301","P7pxQFqr7yBKMMI2J51udw",NA
"8302","Q-1JCkmzNBJk6jC7K_AUZA",NA
"8303","oFHvr1cAktvU-bQgrl4aPw",NA
"8304","P7pxQFqr7yBKMMI2J51udw",NA
"8305","HPfcEJh3ivdX_QehRKZYrA",NA
"8306","sZq-qUvoLgYxlDmIcxYWDg",NA
"8307","w_UCGMgok7N9p0XdYBx1VQ",NA
"8308","P7pxQFqr7yBKMMI2J51udw",NA
"8309","o9IvrLWtTt5lCYqO-uiJLg",NA
"8310","bWucOPNoIjd8ECdiDyVq9Q",NA
"8311","2c9Vptks_vowLgVUMnCgjw",NA
"8312","PbTh7aX0_yyaXFOXAlhI4A",NA
"8313","IFg1pCoF9m90ivwvE3SUcQ",NA
"8314","2iTsRqUsPGRH1li1WVRvKQ",NA
"8315","mDR12Hafvr84ctpsV6YLag",NA
"8316","P7pxQFqr7yBKMMI2J51udw",NA
"8317","d482l58ho0_IMdFkXX1F5Q",NA
"8318","2iTsRqUsPGRH1li1WVRvKQ",NA
"8319","y4ETe3DkcIjjr_eyeg5U5g",NA
"8320","iB9By3dVS6BydSUiDHxLyw",NA
"8321","y4ETe3DkcIjjr_eyeg5U5g",NA
"8322","d482l58ho0_IMdFkXX1F5Q",NA
"8323","nrq5H3LZicjMG0wv7gy08g",NA
"8324","mDR12Hafvr84ctpsV6YLag",NA
"8325","w_UCGMgok7N9p0XdYBx1VQ",NA
"8326","uMZxxZrbM441LnnfqR1WOQ",NA
"8327","HCCg-rVnHQ2FI6lHs_LvUQ",NA
"8328","TrOgTZ0DfmQxvpTehiNibQ",NA
"8329","P7pxQFqr7yBKMMI2J51udw",NA
"8330","yxLVwItd1Wnhy6SeUUcNYA",NA
"8331","sMzNLdhJZGzYirIWt-fMAg",NA
"8332","zYb4kj2R54R2YPeNm829BA",NA
"8333","P7pxQFqr7yBKMMI2J51udw",NA
"8334","-6tvduBzjLI1ISfs3F_qTg",NA
"8335","9Rs7n2LbINBN8kLbScjhmA",NA
"8336","bWucOPNoIjd8ECdiDyVq9Q",NA
"8337","AhYG10mP_LOHePr_SC4Peg",NA
"8338","OOXUDZVOREgjwrLiwr3Spg",NA
"8339","zYb4kj2R54R2YPeNm829BA",NA
"8340","G6BwYw_0_atLPTzI1uokIA",NA
"8341","mlCDsdVFuZvRGrJTfQ6amw",NA
"8342","eRoOfy-lQso6N3GiUY_c3w",NA
"8343","m8Cbph-0tlMaYyXDwvKc3A",NA
"8344","9njwmO6YzhaQB3-htNMFYQ",NA
"8345","WWdPXSNLduMNK-ybk9HcuA",NA
"8346","HGNOaHmKpW1ajuAVCpA1yg",NA
"8347","82I9SSilxh3zL8F1UQ45Xw",NA
