"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52"
"-594af_E7Z9VVjQc9pJK3g",3,"GIfZNMP0oIJCje_Xp0Bgrw","oWTn2IzrprsRkPfULtjZtQ","gG9z6zr_49LocyCTvSFg0w","Tw3miGKZHtmxmaQZIYFRrA","dWrezcuIAO.Ckx1W0gu5jg","X7_Loa7mqtny7aNByryxOSA","MhiBpIBNTCAm1Xd3WzRzjQ","X7mGZrCzGGjS95SdRtEaGcQ","X9a3DrZvpYxVs3k_qwlCNSw","HgdFqAvK31fB9sgBdOzo9g","FogTa.wmjhVnJCoTiaxvZA","uKKNw68mZZaa1jcyszEbyA","jLxeBgWhLRbII2ACkgH1Sg","fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","YRyYbOSwvHkZsZOLv98oQg","gQMAcDm8kv8ev7x2BshMwg","X01fuY2NNscttoTxOYbuZXw","hihud..QRriCYZw1zZvW4g","snw9iNNLpFYZeHotW00uVA","C9ImzBi5fn742ZcAYDww2A","UUGoM4q4i8rK2CBRS0xDAw","B_WggEKFq.ZFNui8CHPYvA","kj1p6NwUGROOoqNySf0I1Q","YmOWkved7K8q3eXgf4NNnA","HI56ArpYEbhEUeRx9Curpw","ZAuAwz1ijuydn5yL3q3rzA","E4JyAzB5_2quptwtemyhYA","FvVSy2r7_zDEhZWqLgjXNQ","qmymSqVwHYRqdwfcBatzpQ","X1BrIPwRhJHOp6yBwjoRtgg","X2iTsRqUsPGRH1li1WVRvKQ","aT_SsfZ6GQgJGyuIv1Hapw","aD0EslPREWGDlSpD0RMlEg","iA8Ve2sZKN5Vz3mYKrtCaQ","y4ETe3DkcIjjr_eyeg5U5g","X0W_pPAiTXgazY2mtX6o0_w","cKgUCzMGuRgkbKXUsgeXUw","HCCg.rVnHQ2FI6lHs_LvUQ","OY0.hYJ2q6WiAqhYnCZZ0w","wHVWfC_a6koeiJXAu78e1g","utIA0LyQmwP.9DRyxUe6qQ","DgZ.pZUo3drzpiCDlDr9IQ","lTixk1IT.D4hoMZ6LgoyHQ","SWhHaWFuijy_KDs0zVCJog","plWuv4gda7m0KlqCNhrb4w","riM.pBsdqRRVXtAVbLfsxQ","nBl_4gw5ecGzNkHyzfii8g","X_u1Bq7QsgMUXSMex8QHqLQ","r_BrIgzYcwo1NAuG9dLbpg"
"-5e4VTnu_pR4Gpv3VSncaw",9,"y4ETe3DkcIjjr_eyeg5U5g","lTixk1IT.D4hoMZ6LgoyHQ","UUGoM4q4i8rK2CBRS0xDAw","sOYsxYYFl03PhHmz_rBDZQ","X2iTsRqUsPGRH1li1WVRvKQ","ZAuAwz1ijuydn5yL3q3rzA","YRyYbOSwvHkZsZOLv98oQg","hihud..QRriCYZw1zZvW4g","A0X1baHPgw9IiBRivu0G9g","X7mGZrCzGGjS95SdRtEaGcQ","Vs7gc9EE3k9wARuUcN9piA","FvVSy2r7_zDEhZWqLgjXNQ","FogTa.wmjhVnJCoTiaxvZA","iA8Ve2sZKN5Vz3mYKrtCaQ","DbEszO3wk1xVmN3pCPob2g","B_WggEKFq.ZFNui8CHPYvA","fQt9QVAZM9PM0wFDdROvWw","jLxeBgWhLRbII2ACkgH1Sg","gQMAcDm8kv8ev7x2BshMwg","aD0EslPREWGDlSpD0RMlEg","qmymSqVwHYRqdwfcBatzpQ","SwAZBCyFtVo_8vkRbJhdkA","HgdFqAvK31fB9sgBdOzo9g","HI56ArpYEbhEUeRx9Curpw","UE3AvVnaPEBPneVahYT2eA","xcmmTXhuMx2fZF2Bt69F4w","plWuv4gda7m0KlqCNhrb4w","wSojc.y.d7MWiGWdy8deCg","olmCDBoMF.EhN8U2livBSg","q5xrVJ4kivx_yEfJeOKNYQ","r_BrIgzYcwo1NAuG9dLbpg","X2SfSzEd3B7WimeZac23zhg","Tw3miGKZHtmxmaQZIYFRrA","kj1p6NwUGROOoqNySf0I1Q","gG9z6zr_49LocyCTvSFg0w","eDlgbI0Qg_mmI.Osvci0gw","E4JyAzB5_2quptwtemyhYA","Rg43a31sV7gNLZMjy.ZdCg","X6tSvz_21BMo3a4GaItwa0g","aT_SsfZ6GQgJGyuIv1Hapw","X6Iu4YDjAPrDRRrPCt_E2zA","jTZYireK6pnPb6Rni0jygw","X_u1Bq7QsgMUXSMex8QHqLQ","YmOWkved7K8q3eXgf4NNnA","MM8n7SPaIuMlDGbUM5SZhA","w8RWhhuKxMiFCpvFvIQ3zg","O7ot_LMlCfLpOP9tBqeNfw","X7_Loa7mqtny7aNByryxOSA","uKKNw68mZZaa1jcyszEbyA","DgZ.pZUo3drzpiCDlDr9IQ"
"-5IhsZXkCka8u8LVksXKLw",9,"y4ETe3DkcIjjr_eyeg5U5g","lTixk1IT.D4hoMZ6LgoyHQ","UUGoM4q4i8rK2CBRS0xDAw","sOYsxYYFl03PhHmz_rBDZQ","Vs7gc9EE3k9wARuUcN9piA","X7mGZrCzGGjS95SdRtEaGcQ","X2iTsRqUsPGRH1li1WVRvKQ","YRyYbOSwvHkZsZOLv98oQg","fQt9QVAZM9PM0wFDdROvWw","FogTa.wmjhVnJCoTiaxvZA","qmymSqVwHYRqdwfcBatzpQ","hihud..QRriCYZw1zZvW4g","ZAuAwz1ijuydn5yL3q3rzA","iA8Ve2sZKN5Vz3mYKrtCaQ","DbEszO3wk1xVmN3pCPob2g","FvVSy2r7_zDEhZWqLgjXNQ","A0X1baHPgw9IiBRivu0G9g","HgdFqAvK31fB9sgBdOzo9g","gQMAcDm8kv8ev7x2BshMwg","B_WggEKFq.ZFNui8CHPYvA","jLxeBgWhLRbII2ACkgH1Sg","HI56ArpYEbhEUeRx9Curpw","SwAZBCyFtVo_8vkRbJhdkA","UE3AvVnaPEBPneVahYT2eA","kj1p6NwUGROOoqNySf0I1Q","xcmmTXhuMx2fZF2Bt69F4w","aD0EslPREWGDlSpD0RMlEg","olmCDBoMF.EhN8U2livBSg","plWuv4gda7m0KlqCNhrb4w","wSojc.y.d7MWiGWdy8deCg","X2SfSzEd3B7WimeZac23zhg","Tw3miGKZHtmxmaQZIYFRrA","r_BrIgzYcwo1NAuG9dLbpg","X6tSvz_21BMo3a4GaItwa0g","gG9z6zr_49LocyCTvSFg0w","q5xrVJ4kivx_yEfJeOKNYQ","Rg43a31sV7gNLZMjy.ZdCg","E4JyAzB5_2quptwtemyhYA","uKKNw68mZZaa1jcyszEbyA","eDlgbI0Qg_mmI.Osvci0gw","jTZYireK6pnPb6Rni0jygw","X_u1Bq7QsgMUXSMex8QHqLQ","w8RWhhuKxMiFCpvFvIQ3zg","YmOWkved7K8q3eXgf4NNnA","X9a3DrZvpYxVs3k_qwlCNSw","MM8n7SPaIuMlDGbUM5SZhA","X01fuY2NNscttoTxOYbuZXw","X7_Loa7mqtny7aNByryxOSA","dUffgo9Lh_Vk9TLuFR5ywg","DzKl51tivGJMLiNsQqf38w"
"-7bM_DeL2Kj2CuYuVDsLNg",6,"X7mGZrCzGGjS95SdRtEaGcQ","X01fuY2NNscttoTxOYbuZXw","FogTa.wmjhVnJCoTiaxvZA","xcmmTXhuMx2fZF2Bt69F4w","LelAlfuj5oVRF9CQdWLsNQ","X2iTsRqUsPGRH1li1WVRvKQ","HgdFqAvK31fB9sgBdOzo9g","uKKNw68mZZaa1jcyszEbyA","X9a3DrZvpYxVs3k_qwlCNSw","Sovgwq.E.n6wLqNh3X_rXg","utIA0LyQmwP.9DRyxUe6qQ","fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","FvVSy2r7_zDEhZWqLgjXNQ","y4ETe3DkcIjjr_eyeg5U5g","SWhHaWFuijy_KDs0zVCJog","UUGoM4q4i8rK2CBRS0xDAw","iA8Ve2sZKN5Vz3mYKrtCaQ","jLxeBgWhLRbII2ACkgH1Sg","OY0.hYJ2q6WiAqhYnCZZ0w","Rg43a31sV7gNLZMjy.ZdCg","DgZ.pZUo3drzpiCDlDr9IQ","aD0EslPREWGDlSpD0RMlEg","q5xrVJ4kivx_yEfJeOKNYQ","X1BrIPwRhJHOp6yBwjoRtgg","jTZYireK6pnPb6Rni0jygw","mnwRtuVQEsIUomBchu0gwg","yWUBX9Pe6pzh1PjVj04UmQ","hihud..QRriCYZw1zZvW4g","MS.hfug4QDXqb_Mws3qlzA","UE3AvVnaPEBPneVahYT2eA","w8RWhhuKxMiFCpvFvIQ3zg","X8I5U8OQ06nSxX2y4PPOWzQ","mDR12Hafvr84ctpsV6YLag","olmCDBoMF.EhN8U2livBSg","X0W_pPAiTXgazY2mtX6o0_w","X3C5Z9homtzkWHouH2BHXYQ","X_9vGmNrEcLWFOnUzeUdfag","YRyYbOSwvHkZsZOLv98oQg","ZAuAwz1ijuydn5yL3q3rzA","NLEe.RzDSU.5BN6xp_WWCw","YmOWkved7K8q3eXgf4NNnA","JyxHvtj.syke7m9rbza7mA","HI56ArpYEbhEUeRx9Curpw","X7_Loa7mqtny7aNByryxOSA","E4JyAzB5_2quptwtemyhYA","Tw3miGKZHtmxmaQZIYFRrA","B_WggEKFq.ZFNui8CHPYvA","r_BrIgzYcwo1NAuG9dLbpg","X_u1Bq7QsgMUXSMex8QHqLQ"
"-7IMRsmV-Gt7KAK3yivZGQ",0,"X7_Loa7mqtny7aNByryxOSA","lTixk1IT.D4hoMZ6LgoyHQ","fQt9QVAZM9PM0wFDdROvWw","y4ETe3DkcIjjr_eyeg5U5g","X7mGZrCzGGjS95SdRtEaGcQ","E4JyAzB5_2quptwtemyhYA","mDR12Hafvr84ctpsV6YLag","A0X1baHPgw9IiBRivu0G9g","ZAuAwz1ijuydn5yL3q3rzA","w8RWhhuKxMiFCpvFvIQ3zg","gG9z6zr_49LocyCTvSFg0w","xcmmTXhuMx2fZF2Bt69F4w","HgdFqAvK31fB9sgBdOzo9g","B_WggEKFq.ZFNui8CHPYvA","N5B7OBTyNGgwU_Y2fwNcyw","Tw3miGKZHtmxmaQZIYFRrA","jLxeBgWhLRbII2ACkgH1Sg","jTZYireK6pnPb6Rni0jygw","Vs7gc9EE3k9wARuUcN9piA","HI56ArpYEbhEUeRx9Curpw","FogTa.wmjhVnJCoTiaxvZA","p5rpYtxS5xPQjt3MXYVEwA","X7fxebHYUwIF6CakxSr70iQ","X2iTsRqUsPGRH1li1WVRvKQ","uKKNw68mZZaa1jcyszEbyA","X0W_pPAiTXgazY2mtX6o0_w","MhiBpIBNTCAm1Xd3WzRzjQ","yWUBX9Pe6pzh1PjVj04UmQ","X6tSvz_21BMo3a4GaItwa0g","tWiFat101ID5w_wgAPMXhA","mnwRtuVQEsIUomBchu0gwg","Sovgwq.E.n6wLqNh3X_rXg","HCCg.rVnHQ2FI6lHs_LvUQ","dWrezcuIAO.Ckx1W0gu5jg","Rg43a31sV7gNLZMjy.ZdCg","DbEszO3wk1xVmN3pCPob2g","X_xAJZOKBMPOe47p1MphB2w","szhJLmdLDVFTevm8fu0T4A","OY0.hYJ2q6WiAqhYnCZZ0w","X1BrIPwRhJHOp6yBwjoRtgg","wHVWfC_a6koeiJXAu78e1g","hihud..QRriCYZw1zZvW4g","pQ6e4fjq6kqRqLE6w8CfWQ","C9ImzBi5fn742ZcAYDww2A","aD0EslPREWGDlSpD0RMlEg","UUGoM4q4i8rK2CBRS0xDAw","YmOWkved7K8q3eXgf4NNnA","qmymSqVwHYRqdwfcBatzpQ","BxCzy1WOVxOrr_G7V4BIvg","kj1p6NwUGROOoqNySf0I1Q"
"-8EnCioUmDygAbsYZmTeRQ",6,"X7mGZrCzGGjS95SdRtEaGcQ","X01fuY2NNscttoTxOYbuZXw","xcmmTXhuMx2fZF2Bt69F4w","FogTa.wmjhVnJCoTiaxvZA","LelAlfuj5oVRF9CQdWLsNQ","HgdFqAvK31fB9sgBdOzo9g","X2iTsRqUsPGRH1li1WVRvKQ","uKKNw68mZZaa1jcyszEbyA","X9a3DrZvpYxVs3k_qwlCNSw","Sovgwq.E.n6wLqNh3X_rXg","utIA0LyQmwP.9DRyxUe6qQ","FvVSy2r7_zDEhZWqLgjXNQ","fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","y4ETe3DkcIjjr_eyeg5U5g","SWhHaWFuijy_KDs0zVCJog","iA8Ve2sZKN5Vz3mYKrtCaQ","UUGoM4q4i8rK2CBRS0xDAw","OY0.hYJ2q6WiAqhYnCZZ0w","Rg43a31sV7gNLZMjy.ZdCg","jTZYireK6pnPb6Rni0jygw","jLxeBgWhLRbII2ACkgH1Sg","DgZ.pZUo3drzpiCDlDr9IQ","X1BrIPwRhJHOp6yBwjoRtgg","q5xrVJ4kivx_yEfJeOKNYQ","aD0EslPREWGDlSpD0RMlEg","mnwRtuVQEsIUomBchu0gwg","yWUBX9Pe6pzh1PjVj04UmQ","hihud..QRriCYZw1zZvW4g","X8I5U8OQ06nSxX2y4PPOWzQ","MS.hfug4QDXqb_Mws3qlzA","UE3AvVnaPEBPneVahYT2eA","w8RWhhuKxMiFCpvFvIQ3zg","X0W_pPAiTXgazY2mtX6o0_w","mDR12Hafvr84ctpsV6YLag","olmCDBoMF.EhN8U2livBSg","YRyYbOSwvHkZsZOLv98oQg","YmOWkved7K8q3eXgf4NNnA","X3C5Z9homtzkWHouH2BHXYQ","HI56ArpYEbhEUeRx9Curpw","NLEe.RzDSU.5BN6xp_WWCw","ZAuAwz1ijuydn5yL3q3rzA","X_9vGmNrEcLWFOnUzeUdfag","X7_Loa7mqtny7aNByryxOSA","r_BrIgzYcwo1NAuG9dLbpg","JyxHvtj.syke7m9rbza7mA","X_u1Bq7QsgMUXSMex8QHqLQ","Tw3miGKZHtmxmaQZIYFRrA","B_WggEKFq.ZFNui8CHPYvA","Cni2l.VKG_pdospJ6xliXQ"
"-8KyX-3VrqGuHeQWKDJxxg",9,"y4ETe3DkcIjjr_eyeg5U5g","lTixk1IT.D4hoMZ6LgoyHQ","UUGoM4q4i8rK2CBRS0xDAw","sOYsxYYFl03PhHmz_rBDZQ","Vs7gc9EE3k9wARuUcN9piA","YRyYbOSwvHkZsZOLv98oQg","qmymSqVwHYRqdwfcBatzpQ","fQt9QVAZM9PM0wFDdROvWw","X7mGZrCzGGjS95SdRtEaGcQ","hihud..QRriCYZw1zZvW4g","iA8Ve2sZKN5Vz3mYKrtCaQ","X2iTsRqUsPGRH1li1WVRvKQ","ZAuAwz1ijuydn5yL3q3rzA","A0X1baHPgw9IiBRivu0G9g","FogTa.wmjhVnJCoTiaxvZA","FvVSy2r7_zDEhZWqLgjXNQ","DbEszO3wk1xVmN3pCPob2g","jLxeBgWhLRbII2ACkgH1Sg","gQMAcDm8kv8ev7x2BshMwg","HI56ArpYEbhEUeRx9Curpw","aD0EslPREWGDlSpD0RMlEg","UE3AvVnaPEBPneVahYT2eA","HgdFqAvK31fB9sgBdOzo9g","B_WggEKFq.ZFNui8CHPYvA","SwAZBCyFtVo_8vkRbJhdkA","xcmmTXhuMx2fZF2Bt69F4w","kj1p6NwUGROOoqNySf0I1Q","plWuv4gda7m0KlqCNhrb4w","wSojc.y.d7MWiGWdy8deCg","olmCDBoMF.EhN8U2livBSg","X6tSvz_21BMo3a4GaItwa0g","X2SfSzEd3B7WimeZac23zhg","r_BrIgzYcwo1NAuG9dLbpg","q5xrVJ4kivx_yEfJeOKNYQ","gG9z6zr_49LocyCTvSFg0w","Tw3miGKZHtmxmaQZIYFRrA","E4JyAzB5_2quptwtemyhYA","eDlgbI0Qg_mmI.Osvci0gw","Rg43a31sV7gNLZMjy.ZdCg","X_u1Bq7QsgMUXSMex8QHqLQ","jTZYireK6pnPb6Rni0jygw","uKKNw68mZZaa1jcyszEbyA","w8RWhhuKxMiFCpvFvIQ3zg","X6Iu4YDjAPrDRRrPCt_E2zA","O7ot_LMlCfLpOP9tBqeNfw","MM8n7SPaIuMlDGbUM5SZhA","YmOWkved7K8q3eXgf4NNnA","DgZ.pZUo3drzpiCDlDr9IQ","X01fuY2NNscttoTxOYbuZXw","sMzNLdhJZGzYirIWt.fMAg"
"-8rSnT5ztVk6vmTDkxTqsQ",6,"X7mGZrCzGGjS95SdRtEaGcQ","X01fuY2NNscttoTxOYbuZXw","FogTa.wmjhVnJCoTiaxvZA","LelAlfuj5oVRF9CQdWLsNQ","xcmmTXhuMx2fZF2Bt69F4w","HgdFqAvK31fB9sgBdOzo9g","X2iTsRqUsPGRH1li1WVRvKQ","uKKNw68mZZaa1jcyszEbyA","X9a3DrZvpYxVs3k_qwlCNSw","Sovgwq.E.n6wLqNh3X_rXg","utIA0LyQmwP.9DRyxUe6qQ","fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","FvVSy2r7_zDEhZWqLgjXNQ","y4ETe3DkcIjjr_eyeg5U5g","SWhHaWFuijy_KDs0zVCJog","UUGoM4q4i8rK2CBRS0xDAw","iA8Ve2sZKN5Vz3mYKrtCaQ","OY0.hYJ2q6WiAqhYnCZZ0w","Rg43a31sV7gNLZMjy.ZdCg","DgZ.pZUo3drzpiCDlDr9IQ","jLxeBgWhLRbII2ACkgH1Sg","X1BrIPwRhJHOp6yBwjoRtgg","aD0EslPREWGDlSpD0RMlEg","q5xrVJ4kivx_yEfJeOKNYQ","jTZYireK6pnPb6Rni0jygw","mnwRtuVQEsIUomBchu0gwg","yWUBX9Pe6pzh1PjVj04UmQ","MS.hfug4QDXqb_Mws3qlzA","UE3AvVnaPEBPneVahYT2eA","hihud..QRriCYZw1zZvW4g","w8RWhhuKxMiFCpvFvIQ3zg","X8I5U8OQ06nSxX2y4PPOWzQ","mDR12Hafvr84ctpsV6YLag","X0W_pPAiTXgazY2mtX6o0_w","X3C5Z9homtzkWHouH2BHXYQ","olmCDBoMF.EhN8U2livBSg","X_9vGmNrEcLWFOnUzeUdfag","YRyYbOSwvHkZsZOLv98oQg","ZAuAwz1ijuydn5yL3q3rzA","NLEe.RzDSU.5BN6xp_WWCw","JyxHvtj.syke7m9rbza7mA","YmOWkved7K8q3eXgf4NNnA","HI56ArpYEbhEUeRx9Curpw","X7_Loa7mqtny7aNByryxOSA","Tw3miGKZHtmxmaQZIYFRrA","X_u1Bq7QsgMUXSMex8QHqLQ","E4JyAzB5_2quptwtemyhYA","r_BrIgzYcwo1NAuG9dLbpg","B_WggEKFq.ZFNui8CHPYvA"
"-8syaSLDbMXW2F2FApVgig",3,"GIfZNMP0oIJCje_Xp0Bgrw","oWTn2IzrprsRkPfULtjZtQ","gG9z6zr_49LocyCTvSFg0w","Tw3miGKZHtmxmaQZIYFRrA","dWrezcuIAO.Ckx1W0gu5jg","X7_Loa7mqtny7aNByryxOSA","HgdFqAvK31fB9sgBdOzo9g","MhiBpIBNTCAm1Xd3WzRzjQ","X9a3DrZvpYxVs3k_qwlCNSw","X7mGZrCzGGjS95SdRtEaGcQ","FogTa.wmjhVnJCoTiaxvZA","uKKNw68mZZaa1jcyszEbyA","jLxeBgWhLRbII2ACkgH1Sg","fQt9QVAZM9PM0wFDdROvWw","YRyYbOSwvHkZsZOLv98oQg","A0X1baHPgw9IiBRivu0G9g","X01fuY2NNscttoTxOYbuZXw","gQMAcDm8kv8ev7x2BshMwg","hihud..QRriCYZw1zZvW4g","snw9iNNLpFYZeHotW00uVA","UUGoM4q4i8rK2CBRS0xDAw","C9ImzBi5fn742ZcAYDww2A","B_WggEKFq.ZFNui8CHPYvA","ZAuAwz1ijuydn5yL3q3rzA","YmOWkved7K8q3eXgf4NNnA","kj1p6NwUGROOoqNySf0I1Q","HI56ArpYEbhEUeRx9Curpw","E4JyAzB5_2quptwtemyhYA","qmymSqVwHYRqdwfcBatzpQ","X1BrIPwRhJHOp6yBwjoRtgg","FvVSy2r7_zDEhZWqLgjXNQ","X2iTsRqUsPGRH1li1WVRvKQ","iA8Ve2sZKN5Vz3mYKrtCaQ","aD0EslPREWGDlSpD0RMlEg","aT_SsfZ6GQgJGyuIv1Hapw","X0W_pPAiTXgazY2mtX6o0_w","y4ETe3DkcIjjr_eyeg5U5g","SWhHaWFuijy_KDs0zVCJog","OY0.hYJ2q6WiAqhYnCZZ0w","cKgUCzMGuRgkbKXUsgeXUw","utIA0LyQmwP.9DRyxUe6qQ","HCCg.rVnHQ2FI6lHs_LvUQ","wHVWfC_a6koeiJXAu78e1g","riM.pBsdqRRVXtAVbLfsxQ","nBl_4gw5ecGzNkHyzfii8g","X_u1Bq7QsgMUXSMex8QHqLQ","r_BrIgzYcwo1NAuG9dLbpg","BxCzy1WOVxOrr_G7V4BIvg","X_xAJZOKBMPOe47p1MphB2w","X8YG7PRoZuHeKii0rtNvJFQ"
"-95gDpECFDSjWEL1AIrkAA",5,"A0X1baHPgw9IiBRivu0G9g","fQt9QVAZM9PM0wFDdROvWw","iA8Ve2sZKN5Vz3mYKrtCaQ","hihud..QRriCYZw1zZvW4g","ZAuAwz1ijuydn5yL3q3rzA","HgdFqAvK31fB9sgBdOzo9g","X1BrIPwRhJHOp6yBwjoRtgg","p5rpYtxS5xPQjt3MXYVEwA","X7mGZrCzGGjS95SdRtEaGcQ","xcmmTXhuMx2fZF2Bt69F4w","jLxeBgWhLRbII2ACkgH1Sg","y4ETe3DkcIjjr_eyeg5U5g","NLEe.RzDSU.5BN6xp_WWCw","FogTa.wmjhVnJCoTiaxvZA","B_WggEKFq.ZFNui8CHPYvA","gG9z6zr_49LocyCTvSFg0w","X7_Loa7mqtny7aNByryxOSA","X2SfSzEd3B7WimeZac23zhg","E4JyAzB5_2quptwtemyhYA","Vs7gc9EE3k9wARuUcN9piA","SWhHaWFuijy_KDs0zVCJog","fT6Uwl6abRQfiNgxre_qbg","aD0EslPREWGDlSpD0RMlEg","X0W_pPAiTXgazY2mtX6o0_w","r_BrIgzYcwo1NAuG9dLbpg","X2iTsRqUsPGRH1li1WVRvKQ","q5xrVJ4kivx_yEfJeOKNYQ","uKKNw68mZZaa1jcyszEbyA","utIA0LyQmwP.9DRyxUe6qQ","gQMAcDm8kv8ev7x2BshMwg","X9a3DrZvpYxVs3k_qwlCNSw","qmymSqVwHYRqdwfcBatzpQ","DzKl51tivGJMLiNsQqf38w","jTZYireK6pnPb6Rni0jygw","sOYsxYYFl03PhHmz_rBDZQ","mnwRtuVQEsIUomBchu0gwg","JFaTPxWQC14VmFnXLv7W1g","LelAlfuj5oVRF9CQdWLsNQ","X6Iu4YDjAPrDRRrPCt_E2zA","Tw3miGKZHtmxmaQZIYFRrA","X_9vGmNrEcLWFOnUzeUdfag","kj1p6NwUGROOoqNySf0I1Q","X_xAJZOKBMPOe47p1MphB2w","mDR12Hafvr84ctpsV6YLag","lTixk1IT.D4hoMZ6LgoyHQ","OjApDLQUPV8c_yPCg8xZog","GIfZNMP0oIJCje_Xp0Bgrw","HI56ArpYEbhEUeRx9Curpw","OY0.hYJ2q6WiAqhYnCZZ0w","X8olG8J91NG_QU92WHG5QfA"
"-9da1xk7zgnnfO1uTVYGkA",5,"fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","iA8Ve2sZKN5Vz3mYKrtCaQ","hihud..QRriCYZw1zZvW4g","ZAuAwz1ijuydn5yL3q3rzA","HgdFqAvK31fB9sgBdOzo9g","X1BrIPwRhJHOp6yBwjoRtgg","p5rpYtxS5xPQjt3MXYVEwA","jLxeBgWhLRbII2ACkgH1Sg","X7mGZrCzGGjS95SdRtEaGcQ","xcmmTXhuMx2fZF2Bt69F4w","X2SfSzEd3B7WimeZac23zhg","FogTa.wmjhVnJCoTiaxvZA","y4ETe3DkcIjjr_eyeg5U5g","Vs7gc9EE3k9wARuUcN9piA","NLEe.RzDSU.5BN6xp_WWCw","gG9z6zr_49LocyCTvSFg0w","X0W_pPAiTXgazY2mtX6o0_w","E4JyAzB5_2quptwtemyhYA","B_WggEKFq.ZFNui8CHPYvA","SWhHaWFuijy_KDs0zVCJog","fT6Uwl6abRQfiNgxre_qbg","X7_Loa7mqtny7aNByryxOSA","uKKNw68mZZaa1jcyszEbyA","X2iTsRqUsPGRH1li1WVRvKQ","r_BrIgzYcwo1NAuG9dLbpg","q5xrVJ4kivx_yEfJeOKNYQ","utIA0LyQmwP.9DRyxUe6qQ","sOYsxYYFl03PhHmz_rBDZQ","X9a3DrZvpYxVs3k_qwlCNSw","gQMAcDm8kv8ev7x2BshMwg","aD0EslPREWGDlSpD0RMlEg","jTZYireK6pnPb6Rni0jygw","mDR12Hafvr84ctpsV6YLag","DzKl51tivGJMLiNsQqf38w","JFaTPxWQC14VmFnXLv7W1g","mnwRtuVQEsIUomBchu0gwg","qmymSqVwHYRqdwfcBatzpQ","LelAlfuj5oVRF9CQdWLsNQ","Tw3miGKZHtmxmaQZIYFRrA","X_9vGmNrEcLWFOnUzeUdfag","OY0.hYJ2q6WiAqhYnCZZ0w","kj1p6NwUGROOoqNySf0I1Q","lTixk1IT.D4hoMZ6LgoyHQ","X6Iu4YDjAPrDRRrPCt_E2zA","OjApDLQUPV8c_yPCg8xZog","HI56ArpYEbhEUeRx9Curpw","X_xAJZOKBMPOe47p1MphB2w","X8olG8J91NG_QU92WHG5QfA","GIfZNMP0oIJCje_Xp0Bgrw"
"-9S_Fh-sQebyB1yhEM5zHw",1,"qmymSqVwHYRqdwfcBatzpQ","X1BrIPwRhJHOp6yBwjoRtgg","X8olG8J91NG_QU92WHG5QfA","Sovgwq.E.n6wLqNh3X_rXg","NLEe.RzDSU.5BN6xp_WWCw","Cni2l.VKG_pdospJ6xliXQ","FvVSy2r7_zDEhZWqLgjXNQ","DzKl51tivGJMLiNsQqf38w","z6.reuC5BYf_Rth9gMBfgQ","Rg43a31sV7gNLZMjy.ZdCg","kj1p6NwUGROOoqNySf0I1Q","X9a3DrZvpYxVs3k_qwlCNSw","mDR12Hafvr84ctpsV6YLag","DbEszO3wk1xVmN3pCPob2g","RtnTbhWYw4QjKhoTBV37OA","wHVWfC_a6koeiJXAu78e1g","X6Iu4YDjAPrDRRrPCt_E2zA","X3C5Z9homtzkWHouH2BHXYQ","HI56ArpYEbhEUeRx9Curpw","dUffgo9Lh_Vk9TLuFR5ywg","lTixk1IT.D4hoMZ6LgoyHQ","X0w3BdEOxvwKTpypwbN5kiQ","X_9vGmNrEcLWFOnUzeUdfag","YmOWkved7K8q3eXgf4NNnA","gQMAcDm8kv8ev7x2BshMwg","utIA0LyQmwP.9DRyxUe6qQ","X7mGZrCzGGjS95SdRtEaGcQ","snw9iNNLpFYZeHotW00uVA","q5xrVJ4kivx_yEfJeOKNYQ","iBihgoxc6Ot7m2D4D3z0QA","X7_Loa7mqtny7aNByryxOSA","AfN3Z1U6QPEgAb5F2CQm8w","LelAlfuj5oVRF9CQdWLsNQ","uKKNw68mZZaa1jcyszEbyA","r_BrIgzYcwo1NAuG9dLbpg","oryS4vX0xkKC4tOekgowDQ","E4JyAzB5_2quptwtemyhYA","wSojc.y.d7MWiGWdy8deCg","oWTn2IzrprsRkPfULtjZtQ","X01fuY2NNscttoTxOYbuZXw","JFaTPxWQC14VmFnXLv7W1g","gG9z6zr_49LocyCTvSFg0w","OY0.hYJ2q6WiAqhYnCZZ0w","fQt9QVAZM9PM0wFDdROvWw","P7pxQFqr7yBKMMI2J51udw","dWrezcuIAO.Ckx1W0gu5jg","mnwRtuVQEsIUomBchu0gwg","X2iTsRqUsPGRH1li1WVRvKQ","X_w5hBpkjHs5_Hv3pLeHtIw","hihud..QRriCYZw1zZvW4g"
